x_m,y_m,curvature_1_per_m,radius_m,heading_rad
7.294867345523313951e+00,2.657258902418354829e+00,2.488972113971988157e-02,4.017722795632953847e+01,5.161428186770866677e-02
7.408943716035468086e+00,2.663315328487477540e+00,2.516608276512885545e-02,3.973602126850033756e+01,5.447334079396486811e-02
7.521631020834908199e+00,2.669620974271945002e+00,2.544487971144310939e-02,3.930063774482213290e+01,5.732935478007548935e-02
7.632932735745697528e+00,2.676167822056404244e+00,2.572603608103872855e-02,3.887112638923203178e+01,6.018192961397356155e-02
7.742852336591898421e+00,2.682947854125502740e+00,2.600946413239933058e-02,3.844754335996969985e+01,6.303065459241939672e-02
7.851393299197570563e+00,2.689953052763887964e+00,2.629506301481130542e-02,3.802995259744107415e+01,6.587510162094324662e-02
7.958559099386777191e+00,2.697175400256207389e+00,2.658271736607017294e-02,3.761842652235345952e+01,6.871482425113840942e-02
8.064353212983581543e+00,2.704606878887108490e+00,2.687229575724585720e-02,3.721304681347739063e+01,7.154935665013052726e-02
8.168779115812043301e+00,2.712239470941238739e+00,2.716364896652655528e-02,3.681390527584450467e+01,7.437821249655610090e-02
8.271840283696226592e+00,2.720065158703245167e+00,2.745660806185140634e-02,3.642110481190186988e+01,7.720088379683788526e-02
8.373540192460190212e+00,2.728075924457775248e+00,2.775098226940736490e-02,3.603476051016753701e+01,8.001683961493824548e-02
8.473882317927998287e+00,2.736263750489476454e+00,2.804655660205580131e-02,3.565500086833120719e+01,8.282552470809881329e-02
8.572870135923714940e+00,2.744620619082996704e+00,2.834308921831213759e-02,3.528196917059808868e+01,8.562635806032611874e-02
8.670507122271397193e+00,2.753138512522982584e+00,2.864030847855721443e-02,3.491582504248138719e+01,8.841873130454887264e-02
8.766796752795109171e+00,2.761809413094082011e+00,2.893790966063391687e-02,3.455674621033058713e+01,9.120200702344333221e-02
8.861742503318914999e+00,2.770625303080942459e+00,2.923555129178250292e-02,3.420493049779016559e+01,9.397551691788411099e-02
8.955347849666873472e+00,2.779578164768210957e+00,2.953285104788197848e-02,3.386059809730823389e+01,9.673855983081823540e-02
9.047616267663046941e+00,2.788659980440535424e+00,2.982938116406437176e-02,3.352399416199440907e+01,9.949039961305861102e-02
9.138551233131497753e+00,2.797862732382562889e+00,3.012466329279961386e-02,3.319539177186486967e+01,1.022302628160374344e-01
9.228156221896288258e+00,2.807178402878940826e+00,3.041816273632949943e-02,3.287509533919562443e+01,1.049573361949223960e-01
9.316434709781482582e+00,2.816598974214316708e+00,3.070928196964453974e-02,3.256344453082551382e+01,1.076707640036573127e-01
9.403390172611137743e+00,2.826116428673337566e+00,3.099735335779442783e-02,3.226081880143955516e+01,1.103696450614171792e-01
9.489026086209319644e+00,2.835722748540651761e+00,3.128163095689258377e-02,3.196764265194619981e+01,1.130530295676270558e-01
9.573345926400087080e+00,2.845409916100905878e+00,3.156128127136005601e-02,3.168439175210035685e+01,1.157199156400516016e-01
9.656353169007505954e+00,2.855169913638747836e+00,3.183537282031665555e-02,3.141160009792067953e+01,1.183692455474710248e-01
9.738051289855633286e+00,2.864994723438824664e+00,3.210286434304856357e-02,3.114986841404811813e+01,1.209999016050665732e-01
9.818443764768536752e+00,2.874876327785783836e+00,3.236259144653695630e-02,3.089987406144533466e+01,1.236107016967860212e-01
9.897534069570273374e+00,2.884806708964272826e+00,3.261325146636758626e-02,3.066238277502781173e+01,1.262003943845764753e-01
9.975325680084907276e+00,2.894777849258939106e+00,3.285338627504755249e-02,3.043826263837859258e+01,1.287676535593733906e-01
1.005182207213649903e+01,2.904781730954429708e+00,3.308136272773193332e-02,3.022850080966299657e+01,1.313110725830270442e-01
1.012702672154911276e+01,2.914810336335392549e+00,3.329535038326917468e-02,3.003422365251627824e+01,1.338291578638144408e-01
1.020094310414680905e+01,2.924855647686475102e+00,3.349329607668465048e-02,2.985672110951540148e+01,1.363203218006938389e-01
1.027357469575364846e+01,2.934909647292324397e+00,3.367289484574297054e-02,2.969747639996633737e+01,1.387828750228490837e-01
1.034492497219369511e+01,2.944964317437588353e+00,3.383155662662708923e-02,2.955820245093159926e+01,1.412150178411567814e-01
1.041499740929101137e+01,2.955011640406913553e+00,3.396636802904859365e-02,2.944088691333685404e+01,1.436148308167652377e-01
1.048379548286965601e+01,2.965043598484948362e+00,3.407404837556680249e-02,2.934784822096636248e+01,1.459802643387344834e-01
1.055132266875369496e+01,2.975052173956339363e+00,3.415089903897955415e-02,2.928180598872692286e+01,1.483091270873352352e-01
1.061758244276718699e+01,2.985029349105734031e+00,3.419274492968491647e-02,2.924597022135639790e+01,1.505990732417571420e-01
1.068257828073419446e+01,2.994967106217780728e+00,3.419486676484647519e-02,2.924415547154683281e+01,1.528475882701779420e-01
1.074631365847877973e+01,3.004857427577125595e+00,3.415192248420406695e-02,2.928092848836019613e+01,1.550519731158449543e-01
1.080879205182500513e+01,3.014692295468416994e+00,3.405785585238624291e-02,2.936180141034731506e+01,1.572093265643456084e-01
1.087001693659693480e+01,3.024463692176301954e+00,3.390578989067033477e-02,2.949348778555264872e+01,1.593165255437930528e-01
1.092999178861862575e+01,3.034163599985428394e+00,3.368790229467079345e-02,2.968424662518074086e+01,1.613702030702373336e-01
1.098872008371414211e+01,3.043784001180442456e+00,3.339527939604410023e-02,2.994435195887167467e+01,1.633667235040276722e-01
1.104620529770754800e+01,3.053316878045992944e+00,3.301774448744255325e-02,3.028674476478319733e+01,1.653021547276285752e-01
1.110245090642290222e+01,3.062754212866726444e+00,3.254365541407749224e-02,3.072795564223640952e+01,1.671722367897117700e-01
1.115746038568427068e+01,3.072087987927290875e+00,3.195966519533029876e-02,3.128943916928492541e+01,1.689723464819666843e-01
1.121123721131570861e+01,3.081310185512333266e+00,3.125043801505732188e-02,3.199955147886798912e+01,1.706974572212229535e-01
1.126378485914128547e+01,3.090412787906501091e+00,3.039831113053182224e-02,3.289656440800120407e+01,1.723420934966804208e-01
1.131510680498505650e+01,3.099387777394441823e+00,2.938289099411160385e-02,3.403341081040671412e+01,1.739002790059825110e-01
1.136520652467108761e+01,3.108227136260802936e+00,2.818056902311618858e-02,3.548544385955130309e+01,1.753654774390938642e-01
1.141408749402343936e+01,3.116922846790232349e+00,2.676393881294986815e-02,3.736370819664797693e+01,1.767305246685801634e-01
1.146175318886617589e+01,3.125466891267376202e+00,2.510109192830823135e-02,3.983890433356929606e+01,1.779875508602309642e-01
1.150820708502335599e+01,3.133851251976882857e+00,2.315476340933868629e-02,4.318765786208309976e+01,1.791278907178777136e-01
1.155345265831904200e+01,3.142067911203399344e+00,2.088129036613898745e-02,4.788976076026392548e+01,1.801419797065026418e-01
1.159749338457729984e+01,3.150108851231573581e+00,1.822933692674201175e-02,5.485663049724114160e+01,1.810192336399220059e-01
1.164033273962218473e+01,3.157966054346052154e+00,1.513832556095611251e-02,6.605750391437887004e+01,1.817479084496368136e-01
1.168197419927776615e+01,3.165631502831483424e+00,1.153649734040028407e-02,8.668142248843987829e+01,1.823149362387878336e-01
1.172242123936809932e+01,3.173097178972513976e+00,7.338500512652424389e-03,1.362676201052087208e+02,1.827057328287307048e-01
1.176167733571725194e+01,3.180355065053792174e+00,2.442375770683307638e-03,4.094374059894265656e+02,1.829039708716423962e-01
1.179974596414928101e+01,3.187397143359964158e+00,-3.274235157623880434e-03,3.054148379268220310e+02,1.828913111590241836e-01
1.183663060048825066e+01,3.194215396175678290e+00,-9.958887670088767061e-03,1.004128205003728738e+02,1.826470829068602697e-01
1.187233472055822148e+01,3.200801805785582044e+00,-1.779044688906461502e-02,5.620994268641319991e+01,1.821479014136589969e-01
1.190686180018325757e+01,3.207148354474322005e+00,-2.698692957903939954e-02,3.705497496746330910e+01,1.813672083909629029e-01
1.194021531518741952e+01,3.213247024526546092e+00,-3.781563966633882945e-02,2.644408527327223624e+01,1.802747162146307036e-01
1.197239874139476967e+01,3.219089798226902222e+00,-5.060637190845696659e-02,1.976035748638379275e+01,1.788357320035606490e-01
1.200342009986566794e+01,3.224670335324768988e+00,-5.789430701245799199e-02,1.727285551211132031e+01,1.771093517222486757e-01
1.203331762839138896e+01,3.229993447355063552e+00,-6.429303709358777374e-02,1.555378381867940085e+01,1.752559925879696723e-01
1.206214189144404791e+01,3.235068495137055855e+00,-7.121210862845735179e-02,1.404255567290400464e+01,1.732749204967271861e-01
1.208994348985765122e+01,3.239904852909734068e+00,-7.864399402539981598e-02,1.271552916904281183e+01,1.711623352990898905e-01
1.211677302446620352e+01,3.244511894912085914e+00,-8.656546795492567337e-02,1.155195049047382660e+01,1.689153637258983542e-01
1.214268109610371127e+01,3.248898995383098676e+00,-9.493404604907715316e-02,1.053362878353503973e+01,1.665323006725091814e-01
1.216771830560417911e+01,3.253075528561760965e+00,-1.036843471974947112e-01,9.644657337671530328e+00,1.640128720731093837e-01
1.219193525380161525e+01,3.257050868687060063e+00,-1.127246310674220875e-01,8.871175629768854876e+00,1.613585136091711392e-01
1.221538254153002434e+01,3.260834389997984140e+00,-1.219338502960887194e-01,8.201168072456718861e+00,1.585726566466045817e-01
1.223811076962341282e+01,3.264435466733520474e+00,-1.311596420488257697e-01,7.624296501417241245e+00,1.556610096137357457e-01
1.226017053891578534e+01,3.267863473132657237e+00,-1.402177515617846204e-01,7.131764622251602681e+00,1.526318197197071569e-01
1.228161245024115011e+01,3.271127783434382597e+00,-1.488934114469631920e-01,6.716213902830794780e+00,1.494960967811530816e-01
1.230248710443351001e+01,3.274237771877683834e+00,-1.569451725169800360e-01,6.371651857541582586e+00,1.462677783942090970e-01
1.232284510232687325e+01,3.277202812701549117e+00,-1.641115729374097443e-01,6.093415486191144481e+00,1.429638142684995783e-01
1.234273704475524625e+01,3.280032280144965728e+00,-1.701208271397901539e-01,5.878175040721433930e+00,1.396041477801054920e-01
1.236221353255263189e+01,3.282735548446922280e+00,-1.747034118492520882e-01,5.723986666401678747e+00,1.362115752132311564e-01
1.238132516655303839e+01,3.285321991846406053e+00,-1.776070415688902338e-01,5.630407393572399499e+00,1.328114681108956141e-01
1.240012254759047039e+01,3.287800984582404773e+00,-1.786131020927626267e-01,5.598693423289017979e+00,1.294313517422375215e-01
1.241865627649893611e+01,3.290181900893907052e+00,-1.775532137988291015e-01,5.632114331273200492e+00,1.261003426408346395e-01
1.243697695411243842e+01,3.292474115019899727e+00,-1.743243076155016613e-01,5.736434658359002903e+00,1.228484597568872266e-01
1.245513518126498553e+01,3.294687001199370968e+00,-1.689004960982243286e-01,5.920645723967847829e+00,1.197058358497522790e-01
1.247318155879058210e+01,3.296829933671308943e+00,-1.613401688864762595e-01,6.198084499983570694e+00,1.167018668624449779e-01
1.249116668752323456e+01,3.298912286674700933e+00,-1.517871527225187200e-01,6.588172859583806051e+00,1.138643455949088362e-01
1.250914116829694755e+01,3.300943434448535552e+00,-1.404654128590938078e-01,7.119190266454689109e+00,1.112186306260985608e-01
1.252715560194572930e+01,3.302932751231799635e+00,-1.276675422777636126e-01,7.832844450191739583e+00,1.087869011804593056e-01
1.254526058930358268e+01,3.304889611263481797e+00,-1.137380571640211890e-01,8.792131894409838111e+00,1.065875432270076417e-01
1.256350673120451589e+01,3.306823388782569317e+00,-9.905315273036807699e-02,1.009558981653106358e+01,1.046347020514018233e-01
1.258194462848253536e+01,3.308743458028049922e+00,-8.399895940859936072e-02,1.190490938269439347e+01,1.029380230788430883e-01
1.260062488197164576e+01,3.310659193238912223e+00,-6.895041528109760454e-02,1.450317588259899537e+01,1.015025875703852998e-01
1.261959809250585174e+01,3.312579968654143503e+00,-5.425264157343210464e-02,1.843228220779772997e+01,1.003290348685719063e-01
1.263891486091916150e+01,3.314515158512731485e+00,-4.020623919206690877e-02,2.487176169904769196e+01,9.941384987240524385e-02
1.265862578804557970e+01,3.316474137053664339e+00,-2.705731991721497740e-02,3.695857546348332079e+01,9.874978467980609353e-02
1.267878147471911277e+01,3.318466278515929346e+00,-1.499246122049096609e-02,6.670018920130662821e+01,9.832637754891147830e-02
1.269943252177376536e+01,3.320500957138515119e+00,-4.138228605077962433e-03,2.416492889670024624e+02,9.813053056973465582e-02
1.272062953004354569e+01,3.322587547160408938e+00,5.435489533570110783e-03,1.839760694641950636e+02,9.814710924140414294e-02
1.274242310036245840e+01,3.324735422820598529e+00,1.370931512434716767e-02,7.294310408140243851e+01,9.835953169001478147e-02
1.276486383356450816e+01,3.326953958358072061e+00,2.070642279043060155e-02,4.829419403443004910e+01,9.875032154475744950e-02
1.278800233048370316e+01,3.329252528011816814e+00,2.648376055755456704e-02,3.775898810997017563e+01,9.930160553556992287e-02
1.281188919195404630e+01,3.331640506020821402e+00,3.112325827885083565e-02,3.213031203354210419e+01,9.999554384918273031e-02
1.283657501880954754e+01,3.334127266624073105e+00,3.472363027315462231e-02,2.879883215359298276e+01,1.008146875653031654e-01
1.286211041188420978e+01,3.336722184060560092e+00,3.739317020483601955e-02,2.674285155610237652e+01,1.017422627108906380e-01
1.288854597201203944e+01,3.339434632569269645e+00,3.924374857942487804e-02,2.548176553460773164e+01,1.027623844535890951e-01
1.291593230002704118e+01,3.342273986389189933e+00,4.038607131621062968e-02,2.476101208682332100e+01,1.038602077111605987e-01
1.294431999676322498e+01,3.345249619759309123e+00,4.092614690507517805e-02,2.443425720773122123e+01,1.050220221045432833e-01
1.297375966305459372e+01,3.348370906918614498e+00,4.096283792107961730e-02,2.441237108441152515e+01,1.062352999158502759e-01
1.300430189973515205e+01,3.351647222106093782e+00,4.058633428588730857e-02,2.463883515461311902e+01,1.074887057410688351e-01
1.303599730763890818e+01,3.355087939560735588e+00,3.987737298961384347e-02,2.507687756313467276e+01,1.087720760562327221e-01
1.306889648759986855e+01,3.358702433521526753e+00,3.890703429305562844e-02,2.570229312436919145e+01,1.100763761268019614e-01
1.310305004045203603e+01,3.362500078227455891e+00,3.773696091493924237e-02,2.649921922048899603e+01,1.113936407308250415e-01
1.313850856702941883e+01,3.366490247917510281e+00,3.641986895558590315e-02,2.745753976269112329e+01,1.127169041497237539e-01
1.317532266816602338e+01,3.370682316830678094e+00,3.500024337108920830e-02,2.857122990253310135e+01,1.140401238857882554e-01
1.321354294469585255e+01,3.375085659205946609e+00,3.351513407101184422e-02,2.983726688609392497e+01,1.153581016442271345e-01
1.325321999745291635e+01,3.379709649282304440e+00,3.199498962477516362e-02,3.125489371078448286e+01,1.166664042990809558e-01
1.329440442727121763e+01,3.384563661298738868e+00,3.046448338718220350e-02,3.282510940004141275e+01,1.179612868590653174e-01
1.333714683498476461e+01,3.389657069494238062e+00,2.894330140356090111e-02,3.455030875907507237e+01,1.192396188624277320e-01
1.338149782142756017e+01,3.394999248107789747e+00,2.744687288752065135e-02,3.643402307060899403e+01,1.204988151526471679e-01
1.342750798743361074e+01,3.400599571378381203e+00,2.598703272746618123e-02,3.848073038916371758e+01,1.217367716084036822e-01
1.347522793383692452e+01,3.406467413545001044e+00,2.457261180157031127e-02,4.069571472805731815e+01,1.229518061087999381e-01
1.352470826147150618e+01,3.412612148846636551e+00,2.320995530549817276e-02,4.308496017496041475e+01,1.241426047949858724e-01
1.357599957117136213e+01,3.419043151522275892e+00,2.190337223264602479e-02,4.565507034161358035e+01,1.253081735293526677e-01
1.362915246377049705e+01,3.425769795810906793e+00,2.065552095105673350e-02,4.841320644342500401e+01,1.264477943417099959e-01
1.368421754010291735e+01,3.432801455951516534e+00,1.946773679328456241e-02,5.136703925157608097e+01,1.275609865781653363e-01
1.374124540100262948e+01,3.440147506183094173e+00,1.834030795579728521e-02,5.452471149394766314e+01,1.286474724241331857e-01
1.380028664730363808e+01,3.447817320744626102e+00,1.727270598065798468e-02,5.789480820896287128e+01,1.297071464508277872e-01
1.386139187983995136e+01,3.455820273875100934e+00,1.626377680659274808e-02,6.148633321103103810e+01,1.307400488288754103e-01
1.392461169944557398e+01,3.464165739813506839e+00,1.531189793418163969e-02,6.530869029420851746e+01,1.317463418586669877e-01
1.398999670695451059e+01,3.472863092798830653e+00,1.441510672617443006e-02,6.937166813924700648e+01,1.327262894810849747e-01
1.405759750320076762e+01,3.481921707070060990e+00,1.357120431114101390e-02,7.368542813691705362e+01,1.336802394514580161e-01
1.412746468901835328e+01,3.491350956866185129e+00,1.277783901170952141e-02,7.826049452365201375e+01,1.346086078818968246e-01
1.419964886524127046e+01,3.501160216426191685e+00,1.203257269954766291e-02,8.310774636230476631e+01,1.355118658809509324e-01
1.427420063270352557e+01,3.511358859989067494e+00,1.133293300075996317e-02,8.823841100383651792e+01,1.363905280436610301e-01
1.435117059223912506e+01,3.521956261793800724e+00,1.067645384375921248e-02,9.366405874404988197e+01,1.372451425687603588e-01
1.443060934468207712e+01,3.532961796079379546e+00,1.006070645876857433e-02,9.939659844944920053e+01,1.380762828024551525e-01
1.451256749086638465e+01,3.544384837084791684e+00,9.483322602890552344e-03,1.054482739725838485e+02,1.388845400295468657e-01
1.459709563162605406e+01,3.556234759049024863e+00,8.942011494342771288e-03,1.118316612132132946e+02,1.396705173524531163e-01
1.468424436779509179e+01,3.568520936211066807e+00,8.434571690241159450e-03,1.185596657097603241e+02,1.404348245168433595e-01
1.477406430020750250e+01,3.581252742809905243e+00,7.958898929988992774e-03,1.256455206676915282e+02,1.411780735591241787e-01
1.486660602969729439e+01,3.594439553084527894e+00,7.512990786616284902e-03,1.331027853489997312e+02,1.419008751659210643e-01
1.496192015709847212e+01,3.608090741273923374e+00,7.094948817153327869e-03,1.409453437609469972e+02,1.426038356490872683e-01
1.506005728324503856e+01,3.622215681617078520e+00,6.702978776448173179e-03,1.491874035934047527e+02,1.432875544517172584e-01
1.516106800897100548e+01,3.636823748352981944e+00,6.335389353227911628e-03,1.578434953631532096e+02,1.439526221112679971e-01
1.526500293511037576e+01,3.651924315720620928e+00,5.990589799521986968e-03,1.669284717307457697e+02,1.445996186152974650e-01
1.537191266249715405e+01,3.667526757958983641e+00,5.667086752043001656e-03,1.764575069614907648e+02,1.452291120936392843e-01
1.548184174630533150e+01,3.683639395031660158e+00,5.192634514622433001e-03,1.925804708927626052e+02,1.458350857188897287e-01
1.559476446091124835e+01,3.700258290950755313e+00,4.696319678033753289e-03,2.129326938021983722e+02,1.463986769520185527e-01
1.571060973824113738e+01,3.717371602662895125e+00,4.262145577985800883e-03,2.346236142578167687e+02,1.469225442077337906e-01
1.582930575451372945e+01,3.734967355330283123e+00,3.880528640290965055e-03,2.576968482121598640e+02,1.474105025562373050e-01
1.595078068594775722e+01,3.753033574115121063e+00,3.543612754679543488e-03,2.821978780495816750e+02,1.478658856687282142e-01
1.607496270876195510e+01,3.771558284179612475e+00,3.244915397134710226e-03,3.081744445118689555e+02,1.482916190599901096e-01
1.620177999917505218e+01,3.790529510685959114e+00,2.979054378613959705e-03,3.356769876974390172e+02,1.486902803351680680e-01
1.633116073340578112e+01,3.809935278796364067e+00,2.741535103184717086e-03,3.647591449178765970e+02,1.490641490523124391e-01
1.646303308767287632e+01,3.829763613673029976e+00,2.528583649127523481e-03,3.954783146466384665e+02,1.494152482291644934e-01
1.659732523819506866e+01,3.850002540478159485e+00,2.337014846138901238e-03,4.278962975576085341e+02,1.497453790820331698e-01
1.673396536119108902e+01,3.870640084373954792e+00,2.164127293613969574e-03,4.620800278019029292e+02,1.500561502488012289e-01
1.687288163287967180e+01,3.891664270522619429e+00,2.007619275287157203e-03,4.981024103073359584e+02,1.503490024901193711e-01
1.701400222947955143e+01,3.913063124086355149e+00,1.865520997034722430e-03,5.360432831308343111e+02,1.506252296631516996e-01
1.715725532720945523e+01,3.934824670227365484e+00,1.736139661232024038e-03,5.759905279108512559e+02,1.508859966065569658e-01
1.730256910228812117e+01,3.956936934107852188e+00,1.618014700054994960e-03,6.180413564635789498e+02,1.511323544532041374e-01
1.744987173093427657e+01,3.979387940890018349e+00,1.509881097162058591e-03,6.623038078161117710e+02,1.513652537906045870e-01
1.759909138936665940e+01,4.002165715736066609e+00,1.410639186088665951e-03,7.088984978311419809e+02,1.515855560123450796e-01
1.775015625380399342e+01,4.025258283808199167e+00,1.319329663038279607e-03,7.579606735265116413e+02,1.517940431425004177e-01
1.790299450046502017e+01,4.048653670268619109e+00,1.235112819494925927e-03,8.096426368636749658e+02,1.519914263657360376e-01
1.805753430556846695e+01,4.072339900279529523e+00,1.157251206588100125e-03,8.641166190254226649e+02,1.521783534560065265e-01
1.821370384533306463e+01,4.096304999003131719e+00,1.085095103385371124e-03,9.215782071821315640e+02,1.523554152644367721e-01
1.837143129597755120e+01,4.120536991601629673e+00,1.018070286355386711e-03,9.822504530408435812e+02,1.525231514006077649e-01
1.853064483372065041e+01,4.145023903237225582e+00,9.556676953968367902e-04,1.046388828268129828e+03,1.526820552198576431e-01
1.869127263478110379e+01,4.169753759072121646e+00,8.974346692654400649e-04,1.114287239224344603e+03,1.528325782114219322e-01
1.885324287537763865e+01,4.194714584268520952e+00,8.429674846322361649e-04,1.186285376637359605e+03,1.529751338675286731e-01
1.901648373172898587e+01,4.219894403988625697e+00,7.919049819264074386e-04,1.262777760997759515e+03,1.531101011013591695e-01
1.918092338005388342e+01,4.245281243394638970e+00,7.439231002711035531e-04,1.344224960396546066e+03,1.532378272716079792e-01
1.934648999657106216e+01,4.270863127648763857e+00,6.987301752967480916e-04,1.431167617135332193e+03,1.533586308628668016e-01
1.951311175749925297e+01,4.296628081913202557e+00,6.560628790243600364e-04,1.524244141791886705e+03,1.534728038639043834e-01
1.968071683905718317e+01,4.322564131350157268e+00,6.156827016014816559e-04,1.624213247178867050e+03,1.535806138798896103e-01
1.984923341746359426e+01,4.348659301121831078e+00,5.773728914205882110e-04,1.731982943535096410e+03,1.536823060095039994e-01
2.001858966893721359e+01,4.374901616390426184e+00,5.409357838176368644e-04,1.848648268270463177e+03,1.537781045135559466e-01
2.018871376969677556e+01,4.401279102318145675e+00,5.061904597382087690e-04,1.975540986128381974e+03,1.538682142980167533e-01
2.035953389596100749e+01,4.427779784067191748e+00,4.729706849446027378e-04,2.114295942288952119e+03,1.539528222312332439e-01
2.053097822394865091e+01,4.454391686799767491e+00,4.411230878959264564e-04,2.266940968267633707e+03,1.540320983123528442e-01
2.070297492987842958e+01,4.481102835678075991e+00,4.105055406641335003e-04,2.436020713343252282e+03,1.541061967056480964e-01
2.087545218996908147e+01,4.507901255864318557e+00,3.809857123907796936e-04,2.624770345650897070e+03,1.541752566533875490e-01
2.104833818043933036e+01,4.534774972520699166e+00,3.524397690330039086e-04,2.837364247354151303e+03,1.542394032781213564e-01
2.122156107750792131e+01,4.561712010809420015e+00,3.247511966462177774e-04,3.079280416291720940e+03,1.542987482836866153e-01
2.139504905739357810e+01,4.588700395892683304e+00,2.978097283270313427e-04,3.357848669409073864e+03,1.543533905628556857e-01
2.156873029631503158e+01,4.615728152932692119e+00,2.715103572916179844e-04,3.683100747887645412e+03,1.544034167183187811e-01
2.174253297049101974e+01,4.642783307091648659e+00,2.457524204696096112e-04,4.069135913652832642e+03,1.544489015025835299e-01
2.191638525614027344e+01,4.669853883531756011e+00,2.204387385133556320e-04,4.536407741869805250e+03,1.544899081813670971e-01
2.209021532948152355e+01,4.696927907415216374e+00,1.954747993051396057e-04,5.115748953597759282e+03,1.545264888241276724e-01
2.226395136673350450e+01,4.723993403904232835e+00,1.707679729266866979e-04,5.855898988912372261e+03,1.545586845245171259e-01
2.243752154411494359e+01,4.751038398161007592e+00,1.462267466625805925e-04,6.838694170687584119e+03,1.545865255527169857e-01
2.261085403784458236e+01,4.778050915347744620e+00,1.217599689593567045e-04,8.212879886112639724e+03,1.546100314408278553e-01
2.278387702414114102e+01,4.805018980626644343e+00,9.727609136400415285e-05,1.028001830643082394e+04,1.546292110017094268e-01
2.295651867922336464e+01,4.831930619159910734e+00,7.268239732054252139e-05,1.375848949491606800e+04,1.546440622808921972e-01
2.312870717930997699e+01,4.858773856109746880e+00,4.788420630461745709e-05,2.088371254685640088e+04,1.546545724403946276e-01
2.330037070061971249e+01,4.885536716638354982e+00,2.278404110799046615e-05,4.389037024908173771e+04,1.546607175724620253e-01
2.347143741937129846e+01,4.912207225907936348e+00,-2.719254876081695646e-06,3.677478006184355472e+05,1.546624624403814818e-01
2.364183551178347642e+01,4.938773409080694954e+00,-2.873146480473517031e-05,3.480504759489993739e+04,1.546597601426029367e-01
2.381149315407498079e+01,4.965223291318833887e+00,-5.536402607563223419e-05,1.806227023002102578e+04,1.546525516953893287e-01
2.398033852246453179e+01,4.991544897784555346e+00,-8.273515675397469563e-05,1.208676020248138047e+04,1.546407655281104576e-01
2.414829979317087094e+01,5.017726253640060641e+00,-1.109711015448869927e-04,9.011355083246671711e+03,1.546243168840554516e-01
2.431530514241272556e+01,5.043755384047554635e+00,-1.402075213401473707e-04,7.132284990431947335e+03,1.546031071182429051e-01
2.448128274640883006e+01,5.069620314169238640e+00,-1.705910543242482996e-04,5.861972094382308569e+03,1.545770228821186643e-01
2.464616078137792243e+01,5.095309069167315741e+00,-2.022810814735038435e-04,4.943616045136612229e+03,1.545459351832087214e-01
2.480986742353872287e+01,5.120809674203988138e+00,-2.354517352218635261e-04,4.247154938389862764e+03,1.545096983056925277e-01
2.497233084910997292e+01,5.146110154441458917e+00,-2.702941973493550899e-04,3.699672467283863170e+03,1.544681485754135220e-01
2.513347923431039987e+01,5.171198535041929389e+00,-3.070193410917874195e-04,3.257123790455393646e+03,1.544211029499910626e-01
2.529324075535874528e+01,5.196062841167604418e+00,-3.458607834774349733e-04,2.891336768353914977e+03,1.543683574113393631e-01
2.545154358847372578e+01,5.220691097980685313e+00,-3.870784274840853578e-04,2.583455777940801909e+03,1.543096851339413322e-01
